159,0,1,0,0,0,0,0,0
159,41.095293,0,1,0,0,0,0,0.10324599999999862
159,41.095293,1,0,0,0,0,0,0.10324599999999862
159,67.52024,0,1,0,0,0,0,0.06995000000000573
159,67.52024,1,0,0,0,0,0,0.06995000000000573
159,70.540348,0,1,0,0,0,0,0.07593399999998951
159,70.540348,1,0,0,0,0,0,0.07593399999998951
159,74.41048,0,0,0,1,0,0,-4.63226499999999
159,75.187305,0,1,0,0,0,0,0.038956999999996356
159,75.187305,1,0,0,0,0,0,0.038956999999996356
159,95.585236,0,1,0,0,0,0,0.16881999999999664
159,95.585236,1,0,0,0,0,0,0.16881999999999664
159,109.543051,0,0,1,0,0,0,5.405313000000007
159,117.728282,0,0,1,0,0,0,5.307782999999986
159,125.79662,0,0,1,0,0,0,5.4539370000000105
159,173.586211,0,1,0,0,0,0,36.429283999999996
159,173.586211,0,0,0,0,1,0,36.429283999999996
159,256.434175,0,1,0,0,0,0,80.22937499999998
159,256.434175,0,0,0,0,1,0,80.22937499999998
159,258.889621,0,1,0,0,0,0,0.1341679999999883
159,258.889621,1,0,0,0,0,0,0.1341679999999883
159,274.708372,0,1,0,0,0,0,0.07346200000000636
159,274.708372,1,0,0,0,0,0,0.07346200000000636
159,364.925557,0,1,0,0,0,0,87.29879900000003
159,364.925557,0,0,0,0,1,0,87.29879900000003
159,370.263292,0,1,0,0,0,0,0.07827499999996235
159,370.263292,1,0,0,0,0,0,0.07827499999996235
159,401.418113,0,1,0,0,0,0,29.796160999999984
159,401.418113,0,0,0,0,1,0,29.796160999999984
159,482.293507,0,1,0,0,0,0,79.60672499999998
159,482.293507,0,0,0,0,1,0,79.60672499999998
159,504.978068,0,1,0,0,0,0,22.218114000000014
159,504.978068,0,0,0,0,1,0,22.218114000000014
159,540.484339,0,1,0,0,0,0,35.03284499999995
159,540.484339,0,0,0,0,1,0,35.03284499999995
159,549.360907,0,1,0,0,0,0,0.15360199999997803